"codi_via","codi_carrer_ine","tipus_via","nom_curt","nom_oficial","nre_min","nre_max"
"189009","02146","C","Ricardo Villa","Carrer de Ricardo Villa","0001","0010"
"011801","00126","Pl","Pl Alta Can Clos","Plaça Alta de Can Clos","0001","0013"
"280600","03179","Pl","Pl Rei","Plaça del Rei","0001","0011"
"037408","00417","C","Beethoven","Carrer de Beethoven","0001","0018"
"122609","01412","C","Ferlandina","Carrer de Ferlandina","0002","0071"
"175300","01991","C","Jupí","Carrer de Jupí","0001","0008"
"350705","03943","C","Valentí Iglésias","Carrer de Valentí Iglésias","0001","0046"
"110701","01257","C","Carles Collet","Carrer de Carles Collet","0001","0030"
"137209","01563","C","Fulton","Carrer de Fulton","0001","0024"
"171808","01957","Ptge","Ptge Joan Casas","Passatge de Joan Casas","0001","0014"
"305904","03442","Camí","Camí Sant Llàtzer","Camí de Sant Llàtzer","0001","0052"
"317109","03557","C","Sta Magdalen Sofia","Carrer de Santa Magdalena Sofia","0001","0023"
"364506","04108","C","Vinyals","Carrer de Vinyals","0001","0071"
"357001","04027","C","Bergara","Carrer de Bergara","0001","0016"
"369601","04167","C","Riego","Carrer de Riego","0001","0051"
"229602","02590","C","Novell","Carrer de Novell","0001","0091"
"164303","01858","C","Jacinto Benavente","Carrer de Jacinto Benavente","0001","0021"
"003202","00033","C","Anna Martínez Sagi","Carrer d'Anna M. Martínez Sagi","0001","0051"
"173406","01972","C","Sibelius","Carrer de Sibelius","0001","0014"
"700801","05126","C","Vivers","Carrer dels Vivers","0001","0008"
"172006","01959","C","Trias i Giró","Carrer de Trias i Giró","0001","0028"
"098606","01108","C","Demestre","Carrer de Demestre","0001","0017"
"700682","05011","C","Fonolleda","Carrer de la Fonolleda","0001","0020"
"239300","02702","C","Pare Manyanet","Carrer del Pare Manyanet","0001","0056"
"368405","04152","Pl","Pl Xandri","Plaça d'en Xandri","0003","0004"
"147009","01667","C","Goldoni","Carrer de Goldoni","0001","0010"
"345909","03886","C","Trillo","Carrer de Trillo","0001","0011"
"369656","04168","Pl","Pl Zurbarán","Plaça de Zurbarán","0001","0009"
"118408","01359","Pl","Pl Eusebi Güell","Plaça d'Eusebi Güell","0001","0014"
"205502","02323","C","Mateu Ferran","Carrer de Mateu Ferran","0001","0008"
"701369","05696","C","Saturnino Calleja","Carrer de Saturnino Calleja","0001","0013"
"287700","03252","C","Romaninar","Carrer del Romaninar","0001","0021"
"002902","00030","C","Aglà","Carrer de n'Aglà","0001","0009"
"082800","00936","C","Colom","Carrer de Colom","0001","0007"
"098854","01111","C","Esports","Carrer dels Esports","0001","0009"
"345807","03885","Pl","Pl Trilla","Plaça de Trilla","0001","0006"
"701088","05414","Pl","Pl Conxita Badia","Plaça de Conxita Badia","0001","0010"
"700953","05277","Pl","Pl Marina de Sants","Plaça de la Marina de Sants","",""
"187003","02121","Ptge","Ptge Madoz","Passatge de Madoz","0001","0006"
"701396","05724","Pl","Pl Soledad Gustavo","Plaça de Soledad Gustavo","0001","0001"
"700808","05133","Pl","Pl Olof Palme","Plaça d'Olof Palme","0001","0001"
"701003","05328","Jard","Jard O Sacharoff","Jardins d'Olga Sacharoff","",""
"701679","06011","Pl","Pl Anna Gironella","Plaça d'Anna Gironella","0001","0001"
"701876","06209","Pl","Pl Canòdrom","Plaça del Canòdrom","0001","0001"
"701920","06253","Pg","Pg Francesc Candel","Passeig de Francesc Candel","0017","0047"
"540711","04323","Moll","Moll Catalunya","Moll de Catalunya","0003","0003"
"700894","05218","Jard","Jard Creu Pedralbe","Jardins de la Creu de Pedralbes","",""
"279509","03165","Pl","Pl Angeleta Ferrer","Plaça d'Angeleta Ferrer","0001","0002"
"701955","06288","Jard","Jard Antònia Pich","Jardins d'Antònia Pich Santasusana","",""
"701861","06194","Plta","Plta Dolors Palau ","Placeta de Dolors Palau i Roura","",""
"701701","06033","Jard","Jard Benita, Victo","Jardins de la Benita, Victoria Ruiz Rodríguez","",""
"044709","00497","Pg","Pg Bonanova","Passeig de la Bonanova","0001","0121"
"076556","00860","C","Ceràmica","Carrer de la Ceràmica","0001","0061"
"216101","02440","C","Monistrol","Carrer de Monistrol","0001","0039"
"090105","01011","C","Copèrnic","Carrer de Copèrnic","0001","0098"
"041802","00464","C","Betània","Carrer de Betània","0001","0014"
"212304","02399","C","Mina de la Ciutat","Carrer de la Mina de la Ciutat","0001","0110"
"151458","01718","C","Guarderia","Carrer de la Guarderia","0001","0014"
"196354","02222","C","Maria Reina","Carrer de Maria Reina","0001","0008"
"700106","04447","Ptge","Ptge Brull","Passatge del Brull","0001","0014"
"049702","00548","C","Bruguera","Carrer de Bruguera","0001","0014"
"184107","02085","C","Llafranc","Carrer de Llafranc","0001","0022"
"056504","00620","C","Camèlies","Carrer de les Camèlies","0001","0115"
"231557","02614","C","Estartit","Carrer de l'Estartit","0001","0012"
"138700","01584","C","Galícia","Carrer de Galícia","0001","0028"
"263101","02986","Ptge","Ptge Porta","Passatge de Porta","0001","0038"
"340803","03827","C","Torrent Can Piquer","Carrer del Torrent de Can Piquer","0001","0027"
"701523","05852","C","Port de Casablanca","Carrer del Port de Casablanca","0001","0021"
"255908","02896","C","Pineda","Carrer de Pineda","0001","0012"
"220608","02491","C","Monturiol","Carrer de Monturiol","0001","0048"
"079102","00891","C","Xiprer","Carrer del Xiprer","0001","0060"
"038604","00432","C","Benavent","Carrer de Benavent","0001","0051"
"017604","00201","C","Antilles","Carrer de les Antilles","0001","0013"
"162352","01835","C","Robínia","Carrer de la Robínia","0001","0047"
"332805","03736","C","Telègraf","Carrer del Telègraf","0001","0108"
"299302","03374","C","Sant Dalmir","Carrer de Sant Dalmir","0001","0048"
"269800","03062","C","Puig Castellar","Carrer del Puig Castellar","0001","0019"
"203405","02305","C","Masriera","Carrer dels Masriera","0001","0010"
"201603","02278","Rbla","Rbla Onze Setembre","Rambla de l'Onze de Setembre","0001","0078"
"701481","05810","C","Longitudinal 9","Carrer Longitudinal 9","0033","0160"
"208806","02361","C","Mercat","Carrer del Mercat","0001","0021"
"126803","01453","Ptge","Ptge Flaugier","Passatge de Flaugier","0001","0056"
"058102","00636","C","Campoamor","Carrer de Campoamor","0001","0079"
"700672","05000","C","Munic","Carrer de Munic","0001","0035"
"212701","02404","C","Miño","Carrer del Miño","0001","0025"
"071701","00798","Bda","Bda Caçador","Baixada de Caçador","0001","0008"
"700128","04466","C","Longitudinal 6","Carrer Longitudinal 6","0001","0117"
"165907","01878","C","Jaume Puigvert","Carrer de Jaume Puigvert","0001","0034"
"271700","03081","C","Puríssima","Carrer de la Puríssima","0001","0041"
"034603","00387","C","Barnola","Carrer de Barnola","0001","0040"
"209106","02364","Ptge","Ptge Mercantil","Passatge Mercantil","0001","0004"
"140305","01600","Ptge","Ptge Garcia Robles","Passatge de Garcia i Robles","0001","0019"
"701071","05396","Pl","Pl George Orwell","Plaça de George Orwell","0001","0006"
"179300","02037","C","Llibreteria","Carrer de la Llibreteria","0001","0023"
"701537","05867","Ptge","Ptge Daró","Passatge de Daró","0001","0006"
"270708","03071","C","Puig-reig","Carrer de Puig-reig","0001","0015"
"325209","03646","C","Sidé","Carrer de Sidé","0001","0010"
"020201","00228","C","Volta del Remei","Carrer de la Volta del Remei","0001","0005"
"080000","00901","C","Ciutat","Carrer de la Ciutat","0001","0014"
"227709","02568","C","Neu de Sant Cugat","Carrer de la Neu de Sant Cugat","0001","0009"
"020700","00233","C","Arc S Ramon Call","Carrer de l'Arc de Sant Ramon del Call","0001","0015"
"335100","03762","Pl","Pl Tetuan","Plaça de Tetuan","0001","0049"
"279702","03167","C","Requesens","Carrer de Requesens","0001","0007"
"002403","00025","C","Adrià Margarit","Carrer d'Adrià Margarit","0001","0044"
"337106","03786","C","Toledo","Carrer de Toledo","0001","0039"
"192207","02176","C","Manlleu","Carrer de Manlleu","0001","0018"
"701557","05887","Pl","Pl Isabel Vila","Plaça d'Isabel Vila","0001","0010"
"122405","01410","C","Fèlix Macià","Carrer de Fèlix Macià","0001","0008"
"267500","03029","C","Priorat","Carrer del Priorat","0001","0023"
"541576","04328","Moll","Moll Espanya","Moll d'Espanya","0001","0008"
"215404","02435","Pl","Pl Monestir","Plaça del Monestir","0001","0007"
"224700","02536","C","Musitu","Carrer de Musitu","0001","0061"
"701394","05722","C","F Boix i Campo","Carrer de Francesc Boix i Campo","0001","0014"
"249202","02830","C","Pere II Montcada","Carrer de Pere II de Montcada","0001","0023"
"010955","00114","C","Almirall Okendo","Carrer de l'Almirall Okendo","0001","0025"
"256707","02907","C","Pintor Gimeno","Carrer del Pintor Gimeno","0001","0016"
"191044","02165","Ptge","Ptge Mallofré","Passatge de Mallofré","0001","0004"
"001900","00020","C","Actor Morano","Carrer de l'Actor Morano","0001","0013"
"027357","00304","Ptge","Ptge Talaia","Passatge de la Talaia","0001","0008"
"200509","02267","Pl","Pl Marquilles","Plaça de Marquilles","0001","0008"
"036802","00410","C","Beates","Carrer de les Beates","0001","0010"
"700049","04392","Ptja","Ptja Barceloneta","Platja de la Barceloneta","0001","0102"
"701467","05795","Jard","Jard C Vigneaux","Jardins de Celestina Vigneaux","",""
"701651","05982","Pl","Pl Sant Pol de Mar","Plaça de Sant Pol de Mar","0001","0009"
"187659","02129","Pl","Pl Mainada","Plaça de la Mainada","0001","0001"
"359404","04054","Pl","Pl Cinc d'Oros","Plaça del Cinc d'Oros","",""
"700935","05259","Pl","Pl Xiprer","Plaça del Xiprer","0001","0001"
"701766","06098","Ctra","Ctra C-58 (Ripolle","Carretera C-58 (Ripollet)","",""
"701459","05787","Plta","Plta M Luz Morales","Placeta de María Luz Morales","",""
"284702","03222","Ptge","Ptge Robacols","Passatge de Robacols","",""
"308006","03462","Plta","Plta Sant Miquel","Placeta de Sant Miquel","",""
"701069","05394","Jard","Jard F Montseny","Jardins de Frederica Montseny","",""
"702012","06345","C","SN (Ferrocarrils-C","Carrer Sense Nom (Ferrocarrils-Clos)","0002","0006"
"701991","06324","Gal","Gal Encants Nous","Galeria Encants Nous","",""
"229409","02588","C","Nou Pins","Carrer dels Nou Pins","0001","0126"
"356304","04019","C","Ventalló","Carrer de Ventalló","0001","0077"
"187105","02122","C","Madrazo","Carrer dels Madrazo","0001","0163"
"008501","00087","C","Alfons XII","Carrer d'Alfons XII","0001","0119"
"050009","00550","C","Bruniquer","Carrer de Bruniquer","0001","0073"
"119003","01369","Pg","Pg Fabra i Puig","Passeig de Fabra i Puig","0069","0484"
"161101","01821","C","Independència","Carrer de la Independència","0223","0399"
"101507","01140","C","Doctor Coll","Carrer del Doctor Coll","0001","0027"
"186601","02115","Pl","Pl República","Plaça de la República","0001","0010"
"132500","01510","C","Fraga","Carrer de Fraga","0001","0027"
"091403","01023","C","Coroleu","Carrer de Coroleu","0001","0092"
"230000","02594","Pg","Pg Mare Déu Coll","Passeig de la Mare de Déu del Coll","0001","0260"
"004500","00047","C","Aiguafreda","Carrer d'Aiguafreda","0001","0030"
"225000","02539","C","Nadal","Carrer de Nadal","0001","0052"
"132908","01516","C","Ramon Trias Fargas","Carrer de Ramon Trias Fargas","0001","0046"
"114804","01308","C","Espiell","Carrer d'Espiell","0001","0038"
"026605","00294","C","Artesania","Carrer de l'Artesania","0001","0216"
"308301","03465","C","Sant Oleguer","Carrer de Sant Oleguer","0001","0022"
"319002","03576","C","Santanyí","Carrer de Santanyí","0001","0034"
"100107","01122","C","Deu i Mata","Carrer de Deu i Mata","0001","0158"
"007509","00077","C","Alcoi","Carrer d'Alcoi","0009","0042"
"235004","02651","C","Olvan","Carrer d'Olvan","0001","0044"
"198702","02249","Av","Av F Ferrer Guàrdi","Avinguda de Francesc Ferrer i Guàrdia","0001","0044"
"217705","02457","C","Montclar","Carrer de Montclar","0001","0028"
"103105","01166","Ptge","Ptge Dr Pi Molist","Passatge del Doctor Pi i Molist","0001","0017"
"701238","05565","C","Duoda","Carrer de Duoda","0001","0042"
"098901","01112","Ptge","Ptge Dipòsit","Passatge del Dipòsit","0001","0019"
"150852","01710","Gru","Gru Vivendes Pau","Grup Vivendes la Pau","0001","0103"
"222705","02518","C","Mozart","Carrer de Mozart","0001","0033"
"069200","00767","C","Ca l'Alegre","Carrer de Ca l'Alegre","0001","0020"
"172301","01962","Ptge","Ptge Joan Goula","Passatge de Joan Goula","0001","0005"
"213307","02411","Av","Av Miramar","Avinguda de Miramar","0001","0076"
"319206","03579","C","Santes Creus","Carrer de Santes Creus","0001","0028"
"321139","03602","C","Satèl·lits","Carrer dels Satèl·lits","0001","0019"
"701673","06004","Jard","Jard Irene Polo","Jardins d'Irene Polo","",""
"177702","02023","C","Lleó","Carrer del Lleó","0001","0028"
"207100","02341","C","Meer","Carrer de Meer","0022","0062"
"303705","03420","Pl","Pl Sant Jaume","Plaça de Sant Jaume","0001","0008"
"117802","01352","C","Eterna Memòria","Carrer de l'Eterna Memòria","0001","0010"
"078201","00880","C","Cecs de Sant Cugat","Carrer dels Cecs de Sant Cugat","0001","0013"
"701156","05482","Pl","Pl Taxi","Plaça del Taxi","0001","0001"
"374000","04187","C","Número 41","Carrer Número 41 Zona Franca","0001","0016"
"348500","03918","C","Ulldecona","Carrer d'Ulldecona","0002","0077"
"060002","00670","C","Canonge Almera","Carrer del Canonge Almera","0001","0041"
"700702","05030","C","Anoia","Carrer de l'Anoia","0001","0012"
"080702","00911","C","Siurana","Carrer de Siurana","0001","0008"
"700068","04411","C","Mirador del Palau","Carrer del Mirador del Palau Nacional","0001","0019"
"215801","02438","C","Monegal","Carrer de Monegal","0001","0014"
"246601","02790","Ptge","Ptge Rtor Oliveras","Passatge del Rector Oliveras","0001","0010"
"114509","01305","Av","Av Espasa","Avinguda d'Espasa","0001","0012"
"143201","01630","Av","Av Castell","Avinguda del Castell","0001","0006"
"700921","05245","Pl","Pl Clota","Plaça de la Clota","0001","0007"
"063102","00705","C","Capcir","Carrer del Capcir","0001","0027"
"266507","03018","Pl","Pl Prim","Plaça de Prim","0001","0004"
"307309","03455","C","Sant Martí Porres","Carrer de Sant Martí de Porres","0001","0009"
"701307","05634","Ptge","Ptge Martinica","Passatge de la Martinica","0001","0020"
"296701","03347","Ptge","Ptge S Antoni Abat","Passatge de Sant Antoni Abat","0001","0015"
"208704","02360","Bda","Bda Mercat","Baixada del Mercat","0001","0013"
"297500","03355","C","Sant Bernabé","Carrer de Sant Bernabé","0001","0020"
"701213","05540","C","Robert Robert","Carrer de Robert Robert","0001","0012"
"108958","01234","Pl","Pl Emili Vendrell","Plaça d'Emili Vendrell","0001","0004"
"069007","00764","C","Cartago","Carrer de Cartago","0001","0004"
"701578","05909","Pl","Pl Raïm","Plaça del Raïm","0001","0005"
"700190","04521","Pl","Pl Isidre Nonell","Plaça d'Isidre Nonell","",""
"701758","06090","Jard","Jard W Churchill","Jardins de Winston Churchill","",""
"701794","06127","Pl","Pl Enriqueta Galli","Plaça d'Enriqueta Gallinat","0001","0001"
"544406","04337","Moll","Moll Oriental","Moll Oriental","0001","0007"
"701702","06034","Plta","Plta Mtna Castells","Placeta de Martina Castells","0001","0001"
"122201","01408","Ptge","Ptge F Casanova","Passatge de Feliu Casanova","0001","0010"
"700446","04775","Pl","Pl Z Camprubí","Plaça de Zenòbia Camprubí","0001","0001"
"700696","05024","Moll","Moll Mestral","Moll de Mestral","0001","0001"
"700728","05056","Parc","Parc Unitat","Parc de la Unitat","",""
"701647","05978","C","Turó Roquetes","Carrer del Turó de les Roquetes","",""
"352405","03965","Pl","Pl Vall d'Hebron","Plaça de la Vall d'Hebron","0001","0001"
"700943","05267","C","Mercè Rodoreda","Carrer de Mercè Rodoreda","0001","0014"
"191204","02166","C","Mallorca","Carrer de Mallorca","0001","0678"
"180004","02045","C","Liuva","Carrer de Liuva","0001","0082"
"351606","03956","C","Vallcivera","Carrer de Vallcivera","0001","0041"
"085900","00967","C","Conca de Tremp","Carrer de la Conca de Tremp","0001","0143"
"140000","01597","Ptge","Ptge Garcia Cambra","Passatge de Garcia Cambra","0001","0018"
"291005","03288","C","Ruiz de Padrón","Carrer de Ruiz de Padrón","0001","0108"
"322608","03619","C","Selva de Mar","Carrer de la Selva de Mar","0001","0275"
"337208","03787","Ptge","Ptge Toledo","Passatge de Toledo","0001","0022"
"057609","00631","C","Campins","Carrer de Campins","0001","0034"
"101700","01143","C","Doctor Ferran","Carrer del Doctor Ferran","0001","0063"
"024304","00272","C","Arnau d'Oms","Carrer d'Arnau d'Oms","0001","0074"
"334505","03754","C","Teodor Roviralta","Carrer de Teodor Roviralta","0001","0065"
"138100","01575","C","Gabriel y Galán","Carrer de Gabriel y Galán","0001","0028"
"054702","00600","Ptge","Ptge Calafell","Passatge de Calafell","0001","0022"
"174908","01987","C","Joncar","Carrer del Joncar","0001","0067"
"364302","04106","C","Vinya","Carrer de la Vinya","0001","0039"
"017433","00193","C","Antic de Bofarull","Carrer Antic de Bofarull","0001","0025"
"048700","00537","C","Bretón Herreros","Carrer de Bretón de los Herreros","0001","0035"
"047004","00521","Ptge","Ptge Borrell","Passatge de Borrell","0001","0025"
"700105","04446","Polg","Polg Guineueta Gru","Polígon Guineueta Grup","",""
